Nombre;Costo;EAN;Marca;Categoria
PILOPEPTAN SEB CAP BLAN CJAx30UND;4.1;8423372025082;;CANTABRIA LABS
PILOPEPTAN SHAMPOO ANTICAIDA FCOx250ML;59.5;8423372026010;CANTABRIA LABS;CANTABRIA LABS
PILOPEPTAN SHAMPOO SEB DS FCOx150ML;50.04;8423372000232;;CANTABRIA LABS
PILOPEPTAN WOMAN 5 ALPHA COMPRIMIDOS CJAx30UND;119.16;8423372800467;;CANTABRIA LABS
PILOPEPTAN WOMAN COMPRIMIDOS CABELLO CJAx30UND;101.4;8411660804266;CANTABRIA LABS;CANTABRIA LABS
PILOPEPTAN WOMAN COMPRIMIDOS CJAx30UND NEW;0;8423372800061;CANTABRIA;CANTABRIA LABS
PILOPEPTAN WOMAN MASC.REGENER PTEx200ML;72.66;8423372840210;;CANTABRIA LABS
PILOPEPTAN WOMAN SERUM PEST&CEJAS TBOx6ML;95.1;8423372800429;;CANTABRIA LABS
PILOPEPTAN WOMAN SERUM REP.CAP FCOx30ML;58.42;8423372800153;;CANTABRIA LABS
PILOPEPTAN WOMAN SHAMPOO ANTICAIDA FCOx250ML;72.2;8423372840173;CANTABRIA LABS;CANTABRIA LABS
PINEAPPLE TANNING OIL SPF15;59.26;2019101500256;;BALI BODY
PLAMECA KITANSIA x10 CAPS;12.05;8435100845558;PLAMECA;PLAMECA
PLAMECA VITAMINA D3 x 90 CAPS;10.08;8435100845602;PLAMECA;PLAMECA
PLAMECA VITAMINA D3+K2 x 60 CAPS;11.05;8435100845886;PLAMECA;PLAMECA
POLVO DE AGUAJE ALAIBOWLS BOLSA 75G;20.02;7757982000247;;ALAIBOWLS
POLVO DE ARÁNDANO ALAIBOWLS BOLSA 75G;26.7;7757982000216;;ALAIBOWLS
POLVO DE AÇAÍ ALAIBOWLS BOLSA 75G;35.59;7757982000131;;ALAIBOWLS
POLVO DE BETERRAGA ALAIBOWLS BOLSA 75G;26.7;7757982000223;;ALAIBOWLS
POLVO DE BUTTERFLY PEA ALAIBOWLS BOLSA 50G;29.66;7757982000308;;ALAIBOWLS
POLVO DE CAMU CAMU ALAIBOWLS BOLSA 75G;26.69;7757982000148;;ALAIBOWLS
POLVO DE CARBÓN ACTIVADO ALAIBOWLS BOLSA 75G;35.91;7757982000230;;ALAIBOWLS
POLVO DE ESPIRULINA AZUL ALAIBOWLS BOLSA 50G;53.38;7757982000285;;ALAIBOWLS
POLVO DE ESPIRULINA VERDE ALAIBOWLS BOLSA 50G;17.79;7757982000278;;ALAIBOWLS
POLVO DE FRAMBUESA ROJA ALAIBOWLS BOLSA 75G;35.59;7757982000155;;ALAIBOWLS
POLVO DE FRUTO DEL MONJE ALAIBOWLS BOLSA 75G;28;7757982000261;;ALAIBOWLS
POLVO DE GOJI NEGRO ALAIBOWLS BOLSA 75G;35.59;7757982000186;;ALAIBOWLS
POLVO DE GRANADA ALAIBOWLS BOLSA 75G;35.59;7757982000193;;ALAIBOWLS
POLVO DE GUARANÁ ALAIBOWLS BOLSA 75G;35.59;7757982000179;;ALAIBOWLS
POLVO DE MACA NEGRA ALAIBOWLS BOLSA 75G;29.66;7757982000254;;ALAIBOWLS
POLVO DE MATCHA CEREMONIAL ALAIBOWLS BOLSA 50G;23.72;7757982000292;;ALAIBOWLS
POLVO DE MORA ALAIBOWLS BOLSA 75G;35.59;7757982000209;;ALAIBOWLS
POLVO DE PITAHAYA ROSA ALAIBOWLS BOLSA 75G;35.59;7757982000162;;ALAIBOWLS
PREVICIL 200 MG 80 CAPS;50;7501124181413;;CARNOT
PRODEGEL C;22.9;7707271700013;;PHARMARIS
PROM.RESVERADERM CR+FACT. G + REVERADERM;108.41;8429979445377;SESDERMA;SESDERMA
PROMO AZELAC RU CR GEL+REPASKIN TS;125.42;8429979463715;SESDERMA;SESDERMA
PROMO AZELAC RU CREMA GEL +HIDRADER HYAL;118.92;8429979445360;SESDERMA;SESDERMA
PROMO AZELAC RU SERUM + AZELAC RU CREMA GEL;145.76;8429979460417;SESDERMA;SESDERMA
PROMO C-VIT LIPOSOMAL +C-VIT CC CREMA 30 ML;118.93;8429979445353;SESDERMA;SESDERMA
PROMO C-VIT5 REGALO MINITALLA RADIANCE;78.92;8429979477286;SESDERMA;SESDERMA
PROMO C-VIT: Serum + Crema + Mist;169.49;8429979451385;SESDERMA;SESDERMA
PROMO DIA DE LA MADRE 2019;103.98;8429979444554;SESDERMA;SESDERMA
PROMO FP FUSION WATER SPF50 10ML;0;690020961;;LOVE ISDIN
PROMO PACK AZELAC RU+C-VIT RADIANCE;127.92;8429979448491;SESDERMA;SESDERMA
PROMO REPASKIN T.SEDA SPF50+MENDER MIST;101.69;8429979444660;SESDERMA;SESDERMA
PROMO RETIAGE SERUM+RETIAGE MIST;88.89;8429979460318;SESDERMA;SESDERMA
PROMO SAMAY SERUM + CREMA;103.5;8429979450586;SESDERMA;SESDERMA
PROMO SESLASH+SENSYSES MAKE UP REMOVE;102.85;8429979432407;SESDERMA;SESDERMA
PROMOCION FACTOR G CREMA + SERUM;138.6;8429979429827;SESDERMA;SESDERMA
PROMOCION SESLASH + GLICARE 15 ML;113.34;8429979427731;SESDERMA;SESDERMA
PROPOLEO SPRAY 30ml;9.94;7803504002722;;PHARMARIS
PROTECTOR SOLAR MINERAL SPF50 30ML;70.54;020714776114;;CLINIQUE
PROTECTOR SOLAR NEUTROGENA SUNFRESH FPS 70 X 120 ML;34.01;7891010591014;NEUTROGENA;NEUTROGENA
PROTECTOR SOLAR SUPER CITY BLOCK SPF40 40ML;76.57;020714247362;CLINIQUE;CLINIQUE
PROTEOGLICANOS CAJA X 30;167.3;8431604200039;;AKRON PHARMACEUTICA
PURE COLOR ENVY LIP REPAIR POTION;86.69;887167443495;;ESTEE LAUDER
PURE COLOR ENVY LIP VOLUMIZER;86.69;887167443464;;ESTEE LAUDER
PURE VITAMIN C LIGERA - 40ml;103.11;3337872413704;LA ROCHE POSAY;LA ROCHE POSAY
PURE VITAMIN C OJOS - 15ml;93.13;3337872413735;LA ROCHE POSAY;LA ROCHE POSAY
PURE VITAMIN C UV - 40ml;89.73;3337872413728;LA ROCHE POSAY;LA ROCHE POSAY
PURE VITAMIN C10 SERUM - 30ml;119.73;3337875660570;LA ROCHE POSAY;LA ROCHE POSAY
Pack 2 limpiadores ideales para ayudar y equilibrar la piel;88.55;PCKCRV00061;CERAVE;CERAVE
Pack All Soft 300ml limpieza + acondicionador  ;0;PCKRED0001;REDKEN;REDKEN
Pack Anthelios Uv Mune 400 Oil Control Gel toque seco sin/ con color ;139.45;PCKLRP00124;LA ROCHE POSAY;LA ROCHE POSAY
Pack Anthelios UvMune 400 fluido invisible sin/con color ;153.35;PCKLRP00123;LA ROCHE POSAY;LA ROCHE POSAY
Pack Anthelios piel mixta/ grasa con color ;194.28;PCKLRP00105;LA ROCHE POSAY;LA ROCHE POSAY
Pack Anthelios piel mixta/ grasa sin color ;130.05;PCKLRP00106;LA ROCHE POSAY;LA ROCHE POSAY
Pack Atoderm Preventive 200ml  + Atoderm Intensive Gel Moussant 200ml;0;PCKBIO00021;;BIODERMA
Pack Belleza Integral;0;PCKWEL00001;WELLNARIS;WELLNARIS
Pack Bioderma Dúo Hidratación Matificante edición verano;76.41;PCKBIO000140;;BIODERMA
Pack Bioderma Limpieza Y tratamiento edición verano;88.66;PCKBIO000138;BIODERMA;BIODERMA
Pack Bioderma Linea sensibio doble limpieza;118.3;PCKBIO000150;;BIODERMA
Pack Bioderma doble hidratación;79.52;PCKBIO000132;BIODERMA;BIODERMA
Pack Bioderma limpieza y corrección;104.41;PCKBIO000118;BIODERMA;BIODERMA
Pack Bioderma para pieles atopicas y sensibles ;89.14;PCKBIO000134;BIODERMA;BIODERMA
Pack Bioderma piel limpieza e hidratación sensible;113.41;PCKBIO000125;;BIODERMA
Pack Bioderma piel mixta a grasa completo ;170.13;PCKBIO000148;;BIODERMA
Pack Bioderma piel sensible limpieza y protección completa;91.87;PCKBIO000136;BIODERMA;BIODERMA
Pack Bioderma protección Ojos y rostro;84.36;PCKBIO000133;BIODERMA;BIODERMA
Pack Bioderma sensibio completo;220.7;PCKBIO000135;BIODERMA;BIODERMA
Pack Bioderma sensibio limpieza hidratacion y protección;97.02;PCKBIO000137;BIODERMA;BIODERMA
Pack Bioderma set tratamiento piel sensible;160.98;PCKBIO000126;;BIODERMA
Pack Bioderma skin escencial;135.82;PCKBIO000129;BIODERMA;BIODERMA
Pack Capilar Isdin Lambdapil;147.66;PCKISD01246;;ISDIN
Pack Cerava limpieza espumoso y antiimperfecciones ;92.08;PCKCRV00075;CERAVE;CERAVE
Pack Cerave hidratación todo el día;119.44;PCKCRV00071;CERAVE;CERAVE
Pack Cerave limpieza e hidratación diaria;85.56;PCKCRV00072;cerave;CERAVE
Pack Cerave limpieza e hidratación para rostro y cuerpo;124.79;PCKCRV00073;cerave;CERAVE
Pack Cerave limpieza piel grasa e hidratación nocturna;67.9;PCKCRV00074;CERAVE;CERAVE
Pack Cerave limpieza y cuidado perfecto;0;PCKCRV00055;;CERAVE
Pack Cerave rutina Hidratación Profunda;114.62;PCKCRV00076;CERAVE;CERAVE
Pack Cerave tratamiento antiperfecciones;77.68;PCKCRV00049;CERAVE;CERAVE
Pack Cerave tratamiento piel mixta a grasa;112.63;PCKCRV00050;;CERAVE
Pack Dúo Lipikar Baume AP+M Ligth - 400ml ;0;PCKLRP00157;LA ROCHE POSAY;LA ROCHE POSAY
Pack Effaclar Completo - Edición Cyber ;254.82;PCKLRP00067-CW;;LA ROCHE POSAY
Pack Energía & Movimiento;0;PCKWEL00002;WELLNARIS;WELLNARIS
Pack Espuma Limpiadora Cerave;100.3;PCKCRVESP2;;CERAVE
Pack Eucerin Antipigmento Serum Dual 30ml + Crema Corporal Antipigmento Eucerin 200ml;0;PCKEUR00032;Eucerin;EUCERIN
Pack Eucerin Dermopure Gel Limpiador 200ml + Dermopure Triple Effect Serum 40ml;0;PCKEUR00033;Eucerin;EUCERIN
Pack Focus & Energía;0;PCKVIT00001;VITAE;VITAE
Pack Hyalu B5 serum + Regalos;0;PCKHYALU2024;LA ROCHE POSAY;LA ROCHE POSAY
Pack Hyalu hidratación perfecta;250.66;PCKLRP00114;LA ROCHE POSAY;LA ROCHE POSAY
Pack Hydrabio Serum + Sensibio Contorno De Ojos;0;PCKBIO00022;;BIODERMA
Pack ISDIN KO eyes + fusion water magic ;178.11;PCKISD00170;Isdin;ISDIN
Pack ISDIN doble protección completa;119.7;PCKISD00165;Isdin;ISDIN
Pack ISDIN hidrata y proteje ;174.35;PCKISD00164;Isdin;ISDIN
Pack ISDIN limpieza y proteje ;114.48;PCKISD00167;Isdin;ISDIN
Pack ISDIN piel mixta a grasa completa sin color;157.25;PCKISD00168;Isdin;ISDIN
Pack ISDIN protección fusion water con color/ sin color;0;PCKISD00169;Isdin;ISDIN
Pack ISDIN protege y broncea ;125.36;PCKISD00163;Isdin;ISDIN
Pack ISDIN tratamiento y protección para piel mixta a grasa ;133.51;PCKISD00166;Isdin;ISDIN
Pack Isdin Protección Anti manchas;131.14;PACKRIP3;;ISDIN
Pack Isdin piel limpieza, reparacion y cuidado;0;PCKISD00259;ISDIN;ISDIN
Pack La Roche Posay Antimanchas;0;PCKLRP00163;;LA ROCHE POSAY
Pack La Roche Posay Dúo Cicaplast ;67.01;PCKLRP00148;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay Ilumina, Hidrata, Repara Y Previene - Edición Cyber;466.41;PCKLRP00126-CW;;LA ROCHE POSAY
Pack La Roche Posay Renovación total ;0;PCKLRP00165;;LA ROCHE POSAY
Pack La Roche Posay Ritual Renueva y Reafirma;0;PCKLRP00164;;LA ROCHE POSAY
Pack La Roche Posay adios manchas renovado;242.87;PCKLRP00149;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay corección y cuidado anti imperfecciones;188.52;PCKLRP00127;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay correción e hidratación ;239.03;PCKLRP00147;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay limpieza calmante;138.99;PCKLRP00146;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay piel joven, hidratada firme y luminosa;310.72;PCKLRP00137;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay x4 rutina anti edad diaria completa;318.12;PCKLRP00145;LA ROCHE POSAY;LA ROCHE POSAY
Pack La Roche Posay x4 rutina piel mixta diaria completa;304.4;PCKLRP00144;LA ROCHE POSAY;LA ROCHE POSAY
Pack Limpieza y cuidado para piel mixta a grasa;109.53;PCKBIO000123;BIODERMA;BIODERMA
Pack PROBIOTICS + APPLE CIDER VINEGAR SABOR MANZANA x3;0;PCKWEL00003;WELLNARIS;WELLNARIS
Pack Piel Mixta a Grasa;134.9;PACKRIP1;;ISDIN
Pack Piel Mixta a Grasa;123;PACKRIPLEY1;;ISDIN
Pack Piel Mixta a Grasa con Color;133.27;PACKRIP2;;ISDIN
Pack Piel Mixta a Grasa con Color;128.2;PACKRIPLEY2;;ISDIN
Pack Piel joven y sensible ;311.75;PCKSKN0009;SKINCEUTICALS;SKINCEUTICALS
Pack Pigmentbio h20 250ml + Sensibio Gel Moussant 200ml;0;PCKBIO00020;;BIODERMA
Pack Sebium ;0;PCKBIO00023;;BIODERMA
Pack Sesderma Azelac Ruc + Mesoses serum + Regalo CVIT ;0;PCKSSD0226;SESDERMA;SESDERMA
Pack Sesderma C vit;0;PCKSSD0228;SESDERMA;SESDERMA
Pack Sesderma C vit 5 + regalo;0;PCKSSD0229;SESDERMA;SESDERMA
Pack Sesderma Cvit 5 + regalo Mesoses serum ;0;PCKSSD0225;SESDERMA;SESDERMA
Pack Sesderma retiage serum + contorno de ojos retiage ;0;PCKSSD0220;SESDERMA;SESDERMA
Pack Skin hidratación y contorno de ojos;299.78;PCKSKN0015;SKINCEUTICALS;SKINCEUTICALS
Pack Skin prevención antienjecimiento y protección;254.93;PCKSKN0018;SKINCEUTICALS;SKINCEUTICALS
Pack Skin repara manchas y protección diaria;361.78;PCKSKN0019;SKINCEUTICALS;SKINCEUTICALS
Pack Skin tratamiento  y protección de verano;357.12;PCKSKN0020;;SKINCEUTICALS
Pack Skin tratamiento piel mixta a grasa y protección ;358.7;PCKSKN0021;SKINCEUTICALS;SKINCEUTICALS
Pack antiedad edición verano;370.77;PCKLRP00134;LA ROCHE POSAY;LA ROCHE POSAY
Pack bioderma limpieza y protección sensible ;94.88;PCKBIO000130;BIODERMA;BIODERMA
Pack cerave limpieza espumosa e hidratación ;65.69;PCKCRV00057;CERAVE;CERAVE
Pack cerave limpieza favorita;90.13;PCKCRV00056;CERAVE;CERAVE
Pack cerave limpieza favorita e hidración;85.1;PCKCRV00060;CERAVE;CERAVE
Pack effaclar piel mixta edición verano;353.21;PCKLRP00132;LA ROCHE POSAY;LA ROCHE POSAY
Pack espumoso 236ml x 3;104.6;PCKCRV00052;CERAVE;CERAVE
Pack espumoso 473ml x 3;160.49;PCKCRV00051;CERAVE;CERAVE
Pack hidración ideal ;0;PCKLRCV0001;CERAVE;CERAVE
Pack hidratación todo el dia AM/PM;62.8;PCKCRV00054;CERAVE;CERAVE
Pack la combinación perdecta para una piel hidratada;264.14;PCKLRCV0002;LA ROCHE POSAY;CERAVE
Pack la roche posay effaclar piel mixta a grasa;148.5;PCKLRP00125;LA ROCHE POSAY;LA ROCHE POSAY
Pack la roche posay serums x4;441.07;PCKLRP00126;LA ROCHE POSAY;LA ROCHE POSAY
Pack limpieza y exfolación completa;106.66;PCKBIO000128;;BIODERMA
Pack matificante y cuidado instantáneo;113.16;PCKBIO000124;BIODERMA;BIODERMA
Pack navidad Cerave Anti imperfecciones - Limpieza y Correción;87.19;PCKCRVNAV77;CERAVE;CERAVE
Pack navidad Cerave SA antirrugosidades ;95.02;PCKCRVNAV27;CERAVE;CERAVE
Pack navidad Cerave dúo espumoso ;37.69;PCKCRVNAV43;;CERAVE
Pack navidad Cerave hidratación todo el dia ;63.61;PCKCRVNAV54;CERAVE;CERAVE
Pack navidad Cerave limpieza e hidratación para piel mixta a grasa ;96.61;PCKCRVNAV24;;CERAVE
Pack piel sensible Bioderma edición verano;96.95;PCKBIO000139;bioderma;BIODERMA
Pack protección anti edad y corporal;191.91;PCKLRP00131;LA ROCHE POSAY;LA ROCHE POSAY
Pack sensibio para una piel cuidada;122.48;PCKBIO000141;BIODERMA;BIODERMA
Pack skin imperfeciones adios manchas;432.89;PCKSKN0016;SKINCEUTICALS;SKINCEUTICALS
Pack skin limpieza y tratamiento antiarrugas;230.23;PCKSKN0017;SKINCEUTICALS;SKINCEUTICALS
Pack skin piel sensible con rosacea;304.61;PCKSKN0014;SKINCEUTICALS;SKINCEUTICALS
Pack tratamiento despigmentante;284.46;PCKLRP00113;LA ROCHE POSAY;LA ROCHE POSAY
Pack triple protección anthelios uv fluido ;150.05;PCKLRP00135;LA ROCHE POSAY;LA ROCHE POSAY
Pack x2 Reconnect;10.26;PCKVIT00002;VITAE;VITAE
Pack x4 Cerave rutina facial anti-imperfecciones ;141.49;PCKCRV00067;CERAVE;CERAVE
Packs adios manchas edición verano;241.85;PCKLRP00133;LA ROCHE POSAY;LA ROCHE POSAY
Phlotetin cf + Discoloration;464.27;PCKSKN0002;SKINCEUTICALS;SKINCEUTICALS
Piel con Hiperpigmentacion ;418.91;PCKSKN0010;SKINCEUTICALS;SKINCEUTICALS
Piel extra luminosa;0;PCKLRP00118;;LA ROCHE POSAY
Piel extra luminosa;342.1;PCKLRP00120;;LA ROCHE POSAY
Piel libre de imperfecciones y secuelas de acne ;0;PCKSKN0011;;SKINCEUTICALS
Piel renovada;305.1;PCKLRP00109;LA ROCHE POSAY;LA ROCHE POSAY
Protección completa frezyderm Sunscreen ;146.77;FRZ00016;FREZYDERM;FREZYDERM
Protección completa frezyderm Sunscreen con color;146.76;FRZ00015;FREZYDERM;FREZYDERM
Protección completa para todo tipo de piel;160.83;PCKLRP00128;LA ROCHE POSAY;LA ROCHE POSAY
Protección toque seco / ligera  perfecta para el verano;202.47;PCKLRP00129;LA ROCHE POSAY;LA ROCHE POSAY
Protección toque seco con color / ligera perfecta para el verano;186.73;PCKLRP00130;LA ROCHE POSAY;LA ROCHE POSAY
RACK SELECTIVO / POSTE 3 X 3 / VIGA 2 X 3 - 02 NIVEL;2677;MB0009;MUEBLE;MUEBLES
RACK SELECTIVO / POSTE 3 X 3 / VIGA 2 X 3 - 02 NIVEL - BLOQUE B;2379.86;MB0010;MUEBLES;MUEBLES
RACK SELECTIVO / POSTE 3 X 3 / VIGA 2 X 3 - 02 NIVEL - BLOQUE C;1085.71;MB0011;MUEBLES;MUEBLES
RACK SELECTIVO / POSTE 3 X 3 / VIGA 2 X 3 - 02 NIVELES;2777.2;MB0008;MUEBLES;MUEBLES
RADIANCE LECHE CORPORAL LUMINOSA - 250ml;103.8;8429979439093;SESDERMA;SESDERMA
RASPA Y GANA;0.35;BC000205;BONIFICACION;MERCADERÍAS
REDERMIC RETINOL OJOS - 15ml;94.58;3337872414039;LA ROCHE POSAY;LA ROCHE POSAY
REDKEN  ACONDICIONADOR PARA CABELLO DAÑADO CON BIOTINA EXTREME LENGTH 500ML;71.61;884486453433;MERCADERÍAS / REDKEN;REDKEN
REDKEN  ACONDICIONADOR PARA CABELLO RUBIO COLOR EXTEND BLONDAGE 300ML;52.2;3474636920013;MERCADERÍAS / REDKEN;REDKEN
REDKEN  MASCARILLA PARA CABELLO RUBIO EXPRESS ANTI-BRASS COLOR EXTEND BLONDAGE 250ML;91.7;3474636961078;MERCADERÍAS / REDKEN;REDKEN
REDKEN ACEITE EN SÉRUM PARA CABELLO REBELDE INSTANT DEFLATE FRIZZ DISMISS 125ML;84.7;884486453556;;REDKEN
REDKEN ACEITE LIGERO PARA CABELLO REBELDE ANTI-STATIC OIL 125ML;84.7;884486453549;REDKEN;REDKEN
REDKEN ACEITE MULTI-BENEFICIOS OIL FOR ALL 100ML;72.46;884486448903;;REDKEN
REDKEN ACEITE PARA CABELLO SECO ARGAN-6 ALL SOFT 111ML;80;884486452993;;REDKEN
REDKEN ACID COLOR GLOSS CONDITIONER 300 ML;63.39;3474637173463;;REDKEN
REDKEN ACID COLOR GLOSS LEAVE-IN 190 ML;74.41;3474637174170;;REDKEN
REDKEN ACID COLOR GLOSS RINSE OUT 237 ML;91.7;884486516732;;REDKEN
REDKEN ACID COLOR GLOSS SHAMPOO 300 ML;61.6;3474637173494;REDKEN;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO DAÑADO ACIDIC BONDING CONCENTRATE 300ML;63.39;884486456311;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO DAÑADO CON BIOTINA EXTREME LENGTH 300ML;59.5;884486453464;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO DAÑADO CON BIOTINA EXTREME LENGTH 300ML;61.6;3474636920280;MERCADERÍAS / REDKEN;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO DAÑADO EXTREME 300ML;52.2;3474636920198;REDKEN;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO DAÑADO EXTREME 500ML;84.5;884486453341;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO REBELDE FRIZZ DISMISS 300ML;63.39;3474636920297;REDKEN;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO REBELDE FRIZZ DISMISS 500ML;81.6;884486453471;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO RIZADO Y ONDULADO ALL SOFT MEGA CURL 300 ML;0;3474637135652;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO RUBIO COLOR EXTEND BLONDAGE 300ML;59.5;884486453150;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO SECO ALL SOFT 300ML;61.6;3474636919970;REDKEN;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO SECO ALL SOFT 500ML;86.6;884486452931;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO SEVERAMENTE SECO ALL SOFT MEGA 500ML;81.6;884486453020;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO TEÑIDO COLOR EXTEND MAGNETICS 300ML;52.23;884486453310;;REDKEN
REDKEN ACONDICIONADOR PARA CABELLO TEÑIDO COLOR EXTEND MAGNETICS 500ML;71.61;884486453273;;REDKEN
REDKEN ACONDICIONADOR SIN SILICONAS PARA CABELLO CON RIZOS Y RULOS PROCESADOS Y DAÑADOS ACIDIC BONDING CURLS 300ML;63.39;3474637209414;;REDKEN
REDKEN CERA A BASE DE AGUA PARA HOMBRES MANEUVER CREAM POMADE REDKEN BREWS 100ML;52.37;884486341518;;REDKEN
REDKEN CERA PARA AÑADIR TEXTURA PARA HOMBRES OUTPLAY TEXTURE POMADE REDKEN BREWS 100ML;50.99;884486341594;;REDKEN
REDKEN CREMA HIDRATANTE PARA RIZOS ACIDIC BONDING CURLS 250ML;80;3474637214739;;REDKEN
REDKEN CREMA PARA CABELLO RIZADO CURVACEOUS FULL SWIRL 150ML;70.42;884486235367;REDKEN;REDKEN
REDKEN LOCIÓN PARA CABELLO RIZADO RINGLET CURVACEOUS 180ML;62.9;884486235411;;REDKEN
REDKEN MASCARILLA LÍQUIDA PARA CABELLO DAÑADO ACIDIC BONDING CONCENTRATE 250ML;95.1;3474637152000;;REDKEN
REDKEN MASCARILLA PARA CABELLO DAÑADO STRENGTH BUILDER PLUS EXTREME 250ML;91.7;3474636961061;;REDKEN
REDKEN MASCARILLA PARA CABELLO REBELDE FRIZZ DISMISS 250ML;91.7;3474636961047;REDKEN;REDKEN
REDKEN MASCARILLA PARA CABELLO RUBIO EXPRESS ANTI-BRASS COLOR EXTEND BLONDAGE 250ML;88.6;884486456021;;REDKEN
REDKEN MASCARILLA PARA CABELLO RUBIO PLATINADO ICY BLONDE COLOR EXTEND BLONDAGE 250ML;88.6;884486467713;;REDKEN
REDKEN MASCARILLA PARA CABELLO TEÑIDO DEEP ATTRACTION COLOR EXTEND MAGNETICS 300ML;77.71;3474636961023;;REDKEN
REDKEN PACK ABC MAD25 (S+A);102.24;7702058089015;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK ACIDIC COLOR GLOSS PARA CABELLO CON COLOR  (SHAMPOO 300ML + ACONDICIONADOR 300ML);95.2;7702058547744;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK ALL SOFT MAD25 (S+A);98.56;7702058440960;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK ALL SOFT PARA CABELLO SECO (SHAMPOO 300ML + ACONDICIONADOR 300ML);95.2;7702058652271;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK EXTREME PARA CABELLO DAÑADO (SHAMPOO 300ML + ACONDICIONADOR 300ML);95.2;7702058828850;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK FRIZZ DISMISS MAD25 (S+A);98.56;7702058369162;MERCADERÍAS / REDKEN;REDKEN
REDKEN PACK FRIZZ DISMISS PARA CABELLO CON FRIZZ (SHAMPOO 300ML + ACONDICIONADOR 300ML);95.2;7702058121593;MERCADERÍAS / REDKEN;REDKEN
REDKEN PRE-SHAMPOO PARA CABELLO DAÑADO INTENSIVE TREATMENT ACIDIC BONDING CONCENTRATE 150ML;80.59;884486493866;;REDKEN
REDKEN REFRESHING CURL MIST PARA CABELLO RIZADO ACIDIC BONDING CURLS 250ML;80;3474637214753;;REDKEN
REDKEN SCULPTING CURL GEL PARA CABELLO RIZADO ACIDIC BONDING CURLS 250ML;80;3474637214746;;REDKEN
REDKEN SERUM NIGHT AND DAY ACIDIC BONDING CONCENTRATE 100 ML;74.41;884486532879;MERCADERÍAS / REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO ACIDIC BONDING CONCENTRATE 300ML;63.39;884486456281;REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO CON BIOTINA EXTREME LENGTH 300ML;59.5;884486453457;;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO CON BIOTINA EXTREME LENGTH 500ML;81.6;884486453440;;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO EXTREME 300ML;59.5;884486453396;MERCADERÍAS / REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO EXTREME 300ML;61.6;3474636920204;REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO DAÑADO EXTREME 500ML;84.5;884486453358;;REDKEN
REDKEN SHAMPOO PARA CABELLO REBELDE FRIZZ DISMISS 300ML;63.39;3474636920242;REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO REBELDE FRIZZ DISMISS 500ML;81.6;884486453488;;REDKEN
REDKEN SHAMPOO PARA CABELLO RIZADO Y ONDULADO ALL SOFT MEGA CURL 300 ML;0;3474637135676;;REDKEN
REDKEN SHAMPOO PARA CABELLO RUBIO COLOR EXTEND BLONDAGE 300ML;59.5;884486453167;;REDKEN
REDKEN SHAMPOO PARA CABELLO SECO ALL SOFT 300ML;61.6;3474636919987;REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO SECO ALL SOFT 300ML;59.5;884486452986;REDKEN;REDKEN
REDKEN SHAMPOO PARA CABELLO SECO ALL SOFT 500ML;86.6;884486452948;;REDKEN
REDKEN SHAMPOO PARA CABELLO SEVERAMENTE SECO ALL SOFT MEGA 300ML;0;884486453051;;REDKEN
REDKEN SHAMPOO PARA CABELLO SEVERAMENTE SECO ALL SOFT MEGA 500ML;81.6;884486453037;;REDKEN
REDKEN SHAMPOO PARA CUERO CABELLUDO GRASO AMINO MINT 300 ML;63.39;3474637068370;;REDKEN
